,hi-en,hi,len-hi,len-hi-en
264,kun,कौन,3,3
265,sak,साख़,3,3
266,ger,गेरल,4,3
267,ani,आनी,3,3
268,una,यूना,4,3
269,roz,रोज़,3,3
270,lok,लोक,3,3
271,sej,सेज,3,3
272,jns,जे॰एन॰एस॰,9,3
273,gaz,ग़ज़,2,3
274,khu,खू,2,3
275,acr,एसीआर,5,3
276,get,गेट,3,3
277,put,पीठ,3,3
278,gfr,जीएफआर,6,3
279,mse,एमएसई,5,3
280,tkm,टीकेएम,6,3
281,ana,आना,3,3
282,tls,टीएलएस,6,3
283,rha,रहा,3,3
284,gen,जेन,3,3
285,ggn,जीजीएन,6,3
286,kaf,कफ,2,3
287,sey,से,2,3
288,mol,मोल,3,3
289,gao,गाओ,3,3
290,ata,आता,3,3
291,ton,तों,3,3
292,ona,ओना,3,3
293,via,वाया,4,3
294,vga,वीजीए,5,3
295,lko,को,2,3
296,bhi,भी,2,3
297,vfs,वीएफएस,6,3
298,gdb,जीडीबी,6,3
299,gop,गोप,3,3
300,gdf,जीडीएफ,6,3
301,ant,अंत,3,3
302,gdl,जीडीएल,6,3
303,pta,पीटीए,5,3
304,gdm,जीडीएम,6,3
305,gdp,जीड़ीपी,7,3
306,gdr,जीड़ीआर,7,3
307,jmm,झामुमो,6,3
308,psv,पीएसवी,6,3
309,yek,येक,3,3
310,msp,एमएसपी,6,3
311,det,देती,4,3
312,psu,पीएसयू,6,3
313,mtc,एमटीसी,6,3
314,gcd,जीसीडी,6,3
315,mts,एमटीएस,6,3
316,iki,इकी,3,3
317,kar,कर,2,3
318,gav,गेव,3,3
319,mtp,एमटीपी,6,3
320,puk,पीयूके,6,3
321,toa,टोआ,3,3
322,mtu,एमटीयू,6,3
323,tnc,टीएनसी,6,3
324,cap,कैप,3,3
325,gba,जीबीए,5,3
326,mtn,एमटीएन,6,3
327,doo,दो,2,3
328,mtf,एमटीएफ,6,3
329,jam,जम,2,3
330,gbb,जीबीबी,6,3
331,jne,जाने,4,3
332,gbc,जीबीसी,6,3
333,gbp,जीबीपी,6,3
334,gcf,जीसीएफ,6,3
335,sor,सौर,3,3
336,ped,पेड़,3,3
337,pst,पीएसटी,6,3
338,prs,पीआरएस,6,3
339,tka,तक,2,3
340,roe,रोए,3,3
341,ita,ईटा,3,3
342,cas,कैस,3,3
343,puf,पीयूएफ,6,3
344,tms,टीएम,4,3
345,jlg,जेएलजी,6,3
346,tmr,टीएमआर,6,3
347,kel,कैल,3,3
348,ika,इनका,4,3
349,sim,सिम,3,3
350,msl,एमएसएल,6,3
351,gef,जीईएफ,5,3
352,nen,नें,3,3
353,tmp,टेंप,4,3
354,tmj,ट्म्ज्,6,3
355,tmc,टीएमसी,6,3
356,pus,पुष्य,5,3
357,stp,एसटीपी,6,3
358,mtv,एमटीवि,6,3
359,pru,पीआरयू,6,3
360,psc,पीएससी,6,3
361,jnu,जेएनयू,6,3
362,kes,केस,3,3
363,psk,पीएसके,6,3
364,jnt,जेएनटी,6,3
365,baj,बाज़,3,3
366,vet,वीईटी,5,3
367,msn,एमएसएन,6,3
368,joe,जोए,3,3
369,pur,पुर,3,3
370,kpa,केपीए,5,3
371,liv,लिव,3,3
372,psi,पीएसआइ,6,3
373,gap,गेप,3,3
374,cwc,सीडब्ल्यूसी,11,3
375,oct,१०१०,4,3
376,muc,एमयूसी,6,3
377,psf,पीएसएफ,6,3
378,eta,एटा,3,3
379,net,नेट,3,3
380,psb,पीएसबी,6,3
381,den,दें,3,3
382,yay,याय,3,3
383,kaq,ख़ाक़,3,3
384,sil,सील,3,3
385,mig,एम्आईजी,7,3
386,fel,फेल,3,3
387,pop,पाप,3,3
388,kle,क्ले,4,3
389,kjs,केजेएस,6,3
390,got,ग्यात,5,3
391,aly,अली,3,3
392,vay,वय,2,3
393,ras,रस,2,3
394,rit,रीत,3,3
395,vir,वीर,3,3
396,tat,तट,2,3
397,gov,गोव्,4,3
399,rre,आरआरई,5,3
400,tac,टेक,3,3
402,nae,नए,2,3
403,gpf,जीपीएफ,6,3
404,gpg,जीपीजी,6,3
405,gpl,जीपीएल,6,3
406,gpr,जीपीआर,6,3
407,vip,वीआइपी,6,3
408,geo,जियो,4,3
409,hun,हूँ,3,3
410,pul,पुल,3,3
411,pov,पोव,3,3
412,aeg,एग,2,3
413,jig,जिग,3,3
414,kmf,केएमएफ,6,3
415,old,ओल्ड,4,3
416,ris,रिस,3,3
417,vin,विन,3,3
418,mem,मैं,3,3
419,hus,हंस,3,3
420,tbm,टीबीएम,6,3
421,ain,आईं,3,3
422,gps,जीपीएस,6,3
423,pot,पाँट,4,3
424,hye,हुए,3,3
425,klm,केएलएम,6,3
426,isk,इसके,4,3
427,nal,नाल,3,3
428,bri,बीआरआई,6,3
429,brf,बीआरएफ,6,3
430,lee,ली,2,3
431,you,यू,2,3
432,akl,अक्ल,4,3
433,baz,बाज़,3,3
434,can,कैनु,4,3
435,ruj,रूज,3,3
436,alr,अल्र,4,3
437,poi,पोई,3,3
438,ale,आले,3,3
439,win,विन,3,3
440,tie,टाइ,3,3
441,plc,पीएलसी,6,3
442,gae,गाए,3,3
443,kam,काम,3,3
444,ser,सेर,3,3
445,tic,टिक,3,3
446,vot,वोट,3,3
447,sar,सर,2,3
448,bha,भा,2,3
449,bor,बोर,3,3
450,ind,इंडस्ट्रीज़,10,3
451,pia,पिया,4,3
452,pkv,पीकेवी,6,3
453,pku,फ्खू,4,3
454,pki,पीकेआई,6,3
455,piz,पिज,3,3
456,jan,जॉन,3,3
457,pal,पॉल,3,3
458,mul,एमयूएल,6,3
459,tee,ती,2,3
460,std,एसटीडी,6,3
461,sad,सद,2,3
462,vis,विज़,4,3
463,plf,पीएलएफ,6,3
464,pli,पीएलआई,6,3
465,pll,पीएलएल,6,3
466,pnr,पीएनआर,6,3
467,pnp,पीएनपी,6,3
468,pnm,पीएनएम,6,3
469,png,पीएनजी,6,3
470,kit,किट,3,3
472,pnb,पीएनबी,6,3
473,pmu,पीएमयू,6,3
474,oho,ओहो,3,3
475,pmn,पीएमएन,6,3
476,bpu,बीपीयू,6,3
477,rag,राग,3,3
478,san,सन,2,3
479,bps,बीपीएस,6,3
480,pmi,पीएमआई,6,3
481,bpr,बीपीआर,6,3
482,bpp,बीपीपी,6,3
483,bpl,बीपीएल,6,3
484,bpd,बीपीडी,6,3
485,epi,एपी,3,3
486,fan,फर्न,4,3
487,plt,पीएलटी,6,3
488,plr,पीर,3,3
489,jfs,जेएफ़एस,7,3
490,pml,पीएमएल,6,3
491,alm,एएलएम,5,3
492,top,टॉप,3,3
493,axe,ऍक्स,4,3
495,ace,इक्का,5,3
496,vel,वेल,3,3
497,two,दो,2,3
498,gis,जीआईएस,6,3
499,him,हिम,3,3
500,yel,येल,3,3
501,odi,ओडीआई,5,3
502,shg,एसएचजी,6,3
503,stf,एसटीएफ,6,3
504,pre,प्री,4,3
505,prc,पीआरसी,6,3
506,prb,पीआरबी,6,3
507,gks,जीकेएस,6,3
508,yaz,याज,3,3
509,tal,तल,2,3
510,hel,हेल,3,3
511,ada,आडा,3,3
512,jim,जिम,3,3
513,jel,जेल,3,3
514,maj,मेजर,4,3
515,hoa,होऽ,3,3
516,ore,ओरे,3,3
517,lau,लाऊ,3,3
518,sat,सात,3,3
519,acl,एसीएल,5,3
520,mis,मिस,3,3
521,caf,कैफ,3,3
522,dub,डूब,3,3
523,oem,ओईएम,4,3
524,gul,गुल,3,3
525,cae,सीएई,4,3
526,pro,प्रो,4,3
527,prm,पीआरएम,6,3
528,cad,कैड,3,3
530,uda,उड़ा,3,3
531,cab,कैब,3,3
532,glu,जीएलयू,6,3
533,mey,में,3,3
534,nau,नौ,2,3
535,pee,पी,2,3
536,bye,बाई,3,3
537,emi,एमी,3,3
538,kad,कद,2,3
539,buy,बाय,3,3
540,gia,जीआईए,5,3
541,sti,एसटीआई,6,3
542,mel,मेल,3,3
543,gid,गिड,3,3
544,gif,जीआइएफ,6,3
545,kot,कोट,3,3
546,kml,केएमएल,6,3
547,alt,अल्ट,4,3
548,koh,कोह,3,3
549,goh,गोह,3,3
550,lep,लेप,3,3
551,dip,दीप,3,3
552,buk,बुक,3,3
553,vij,वीज,3,3
554,ctc,सीटीसी,6,3
555,pra,पीआरए,5,3
556,gok,गोक,3,3
557,ppv,पीपीवी,6,3
558,sse,से,2,3
559,ppp,पीपीपी,6,3
560,ppm,पीपीएम,6,3
561,die,दिए,3,3
562,ppl,पीपीएल,6,3
563,ppi,पीपीआई,6,3
564,ppf,पीपीएफ,6,3
565,ppd,पीपीडी,6,3
566,ppc,पीपीसी,6,3
567,ppb,पीपीबी,6,3
568,ppa,पीपीए,5,3
569,huy,हुऐ,3,3
570,big,बिग,3,3
571,kms,केएमएस,6,3
572,alu,एएलयू,5,3
573,deh,देह,3,3
574,bsd,बीएसडी,6,3
575,bse,बीएसई,5,3
576,vil,विल,3,3
577,ksh,क्ष्,4,3
578,bug,बग़,3,3
579,seb,सैब,3,3
580,doj,डोज,3,3
581,gmr,जीएमआर,6,3
582,gmt,जीएमटी,6,3
583,ted,टेड,3,3
584,daz,डॉस,3,3
585,iza,ईज़ा,3,3
586,gnp,जीएनपी,6,3
587,weg,वेग,3,3
588,gnu,ग्नू,4,3
589,dsh,देश,3,3
590,são,साओ,3,3
591,jha,झा,2,3
592,vid,विद,3,3
593,bol,बोल,3,3
594,las,लास,3,3
595,bts,बीटीएस,6,3
596,btp,बीटीपी,6,3
597,bss,बीएसएस,6,3
598,bsr,बीएसआर,6,3
599,bsf,बीएसएफ,6,3
600,daf,डफ,2,3
601,act,आच्ट्,5,3
602,gip,जीआइपी,6,3
603,gor,गोर,3,3
604,yam,यम,2,3
605,mil,मिल,3,3
606,ses,सेशन,4,3
607,age,आगे,3,3
608,oda,ओडीए,4,3
609,lel,लेल,3,3
610,iha,इहा,3,3
611,mer,मेर,3,3
612,bal,बाल,3,3
614,lux,लक्स,4,3
615,tez,तेज़,3,3
616,kur,क़ुर्,5,3
617,fac,एफ़एसी,6,3
618,rau,राव,3,3
619,lvm,एलवीएम,6,3
620,gin,गिन,3,3
621,law,कानून,5,3
622,akp,एकेपी,5,3
623,fai,फाई,3,3
624,yin,यिन,3,3
625,aks,अक्स,4,3
626,ugr,उग्र,4,3
627,mik,मिक,3,3
628,lou,लोउ,3,3
629,evo,एवो,3,3
630,ret,रेत,3,3
631,rbc,आरबीसी,6,3
632,rbh,आरबीएच,6,3
633,cim,सीआईएम,6,3
634,kut,कुट,3,3
635,rec,आरईसी,5,3
636,nil,‍नील,4,3
637,hop,हॉप,3,3
638,odh,ओढ़,2,3
639,cil,सीआईएल,6,3
640,cii,सीआइआइ,6,3
641,koe,कोए,3,3
642,cif,सीआईएफ,6,3
643,cie,सीआईई,5,3
644,eva,इवा,3,3
645,yog,योग,3,3
646,cid,सिड,3,3
647,cia,सीआइए,5,3
648,rdx,आरडीएक्स,8,3
649,rdp,आरडीपी,6,3
650,rdn,आरडीएन,6,3
651,rdf,आरडीएफ,6,3
652,dut,दूत,3,3
653,rda,आरडीए,5,3
654,rcs,आरसीएस,6,3
655,rcf,आरसीएफ,6,3
656,rcd,आरसीडी,6,3
657,rbi,आरबीआइ,6,3
658,rbd,आरबीडी,6,3
659,sam,सम,2,3
660,vat,वतन,3,3
661,viv,विव,3,3
662,fci,एफसीआई,6,3
663,fcl,एफसीएल,6,3
664,fcr,एफसीआर,6,3
665,fda,एफडीए,5,3
666,fdc,एफडीसी,6,3
667,fdi,एफड़ीआइ,7,3
668,fdr,एफडीआर,6,3
669,zor,ज़ोर,3,3
670,feb,फ़ेब,4,3
671,ipu,ईपू,3,3
672,mab,एमएबी,5,3
673,ash,ऐश,2,3
674,gal,गाल,3,3
675,vee,वी,2,3
676,mac,मेक्,4,3
677,fep,एफईपी,5,3
678,tag,टैक,3,3
679,jul,जुल,3,3
680,tol,तोल,3,3
681,sex,सेक्स,5,3
682,vas,वीएएस,5,3
683,jie,जीए,3,3
684,few,फ़्यू,5,3
685,ffb,एफएफबी,6,3
686,ffs,एफएफएस,6,3
687,hin,हैं,3,3
688,chm,सीएचएम,6,3
689,fcc,एफसीसी,6,3
690,rap,आरएपी,5,3
691,faq,एफएक्यू,7,3
692,job,अय्यूब,6,3
693,juk,ज़्यूक,6,3
694,son,सन,2,3
695,kuk,कूक,3,3
697,isa,इसा,3,3
698,jud,जुड़,3,3
700,dil,दिल,3,3
701,ney,ने,2,3
702,fir,फिर,3,3
703,yad,याद,3,3
705,yug,युग,3,3
706,nii,नई,2,3
707,aku,आकु,3,3
708,tay,तय,2,3
709,var,वार,3,3
710,rar,आरएआर,5,3
711,one,वन,2,3
712,fax,फ़ैक्स,6,3
713,adf,एडीएफ,5,3
714,trc,टीआरसी,6,3
715,fbi,एफबीआइ,6,3
716,rao,राय,3,3
717,tea,टी,2,3
718,toh,तो,2,3
719,euc,ईयूसी,5,3
720,col,कोल,3,3
721,umr,उम्र,4,3
722,epb,ईपीबी,5,3
723,epc,ईपीसी,5,3
724,aki,अकी,3,3
725,bni,बनी,3,3
726,ajt,एजेटी,5,3
727,kye,क्ये,4,3
728,eps,ईपीएस,5,3
729,era,इरा,3,3
730,jvs,जेवी,4,3
731,jvp,जेवीपी,6,3
732,erg,अर्ग,4,3
733,lpc,एलपीसी,6,3
734,cnt,सीएनटी,6,3
735,cns,सीएनएस,6,3
736,cnn,सीएनएन,6,3
737,lpd,एलपीडी,6,3
738,cng,सीएनजी,6,3
739,oof,ऑफ,2,3
740,cnf,सीएनएफ,6,3
741,eri,इरी,3,3
742,lpg,एलपीजी,6,3
743,cmu,सीएमयू,6,3
744,cms,सीएमएस,6,3
745,uko,उनको,4,3
746,cmp,सीएमपी,6,3
747,rad,रॉड,3,3
748,env,एन्व,4,3
749,lof,लोग,3,3
750,emd,ईएमडी,5,3
751,tse,त्से,4,3
752,auf,ऑफ,2,3
753,tsc,टीएससी,6,3
754,lac,लाक,3,3
755,wai,वाई,3,3
756,tsa,टीएसए,5,3
757,kal,कल,2,3
758,emu,इमू,3,3
759,soo,सू,2,3
760,dee,डी,2,3
761,res,आरईएस,5,3
762,com,काम,3,3
763,gre,ग्रे,4,3
764,jiv,जीव,3,3
765,slt,सल्त,4,3
766,fat,तक़दीर,5,3
767,los,लास,3,3
768,ajj,अज्ज,4,3
769,eng,एन्ज,4,3
770,rep,आरईपी,5,3
771,ole,ओले,3,3
772,pya,प्या,4,3
773,jya,जया,3,3
774,ren,रेन,3,3
775,dan,डॉ,2,3
776,cmm,सीएमएम,6,3
777,cme,सीएमई,5,3
778,cli,सीएलआई,6,3
779,kvs,केवीएस,6,3
780,esm,ईएसएम,5,3
781,ref,रेफरी,5,3
782,ist,ईस्ट,4,3
783,clc,सीएलसी,6,3
784,tao,ताओ,3,3
785,aha,अहा,3,3
786,est,ईएसटी,5,3
787,kva,केवीए,5,3
788,oli,ओली,3,3
789,his,अपना,4,3
790,mun,मुन,3,3
791,cjk,सीजीके,6,3
792,uge,उगे,3,3
793,sum,सुम,3,3
794,sur,सुर,3,3
795,uye,ये,2,3
796,etl,ईटीएल,5,3
797,lue,ल्यू,4,3
798,hya,हुआ,3,3
799,cit,सीआईटी,6,3
800,etv,ईटीवी,5,3
802,cis,सीआईएस,6,3
803,esi,ईएसआई,5,3
804,fud,फंड,3,3
805,lua,लुआ,3,3
806,esd,ईएसडी,5,3
807,cmc,सीएमसी,6,3
808,cma,सीएमए,5,3
809,clv,सीएलवी,6,3
810,erm,ईआरएम,5,3
811,lra,एलआरए,5,3
812,pet,पेट,3,3
813,lrb,एलआरबी,6,3
814,cls,सीएलएस,6,3
815,clr,सीएलआर,6,3
816,asl,अस्ल,4,3
817,reg,रेग,3,3
818,erp,ईआरपी,5,3
819,lsc,एलएससी,6,3
820,aaf,ऑफ़,2,3
821,lsd,एलएसडी,6,3
822,ert,ईआरटी,5,3
823,lsi,एलएसआई,6,3
824,lsl,जीएलएसएल,8,3
825,esa,ईएसए,4,3
826,lsr,एलएसआर,6,3
827,ltr,एलटीआर,6,3
828,mrc,एमआरसी,6,3
829,esc,ईएससी,5,3
830,udi,उड़ी,3,3
831,ltv,एलटीवी,6,3
832,prl,पीआरएल,6,3
833,pvc,पीवीसी,6,3
834,kik,की,2,3
835,way,रास्ते,6,3
836,ham,हम,2,3
837,ron,रॉन,3,3
838,ich,इचे,3,3
839,cdc,सीडीसी,6,3
840,cic,सीआईसी,6,3
841,say,से,2,3
842,fur,फ्योर,5,3
843,had,हद,2,3
844,mae,माए,3,3
845,mag,मैग,3,3
846,fym,एफवाइएम,7,3
847,laj,लाज,3,3
848,nom,नॉम,3,3
849,acu,एसीयू,5,3
850,ruo,रूप,3,3
851,qur,क़ुरआन,6,3
852,ado,एल्दो,5,3
853,cgd,सीजीडी,6,3
854,cft,सीएफटी,6,3
855,cfr,सीएफआर,6,3
856,cfp,सीएफ़पी,7,3
857,quo,क्यो,4,3
858,cfo,सफो,3,3
859,cfl,सीएफएल,6,3
860,red,लाल,3,3
861,rac,आरएसी,5,3
862,cfi,सीएफआई,6,3
864,ftv,एफटीवी,6,3
865,kud,ख़ुद,3,3
866,raf,आरएएफ,5,3
867,goa,गोवा,4,3
868,hon,हों,3,3
869,aja,आजा,3,3
870,kki,की,2,3
871,pon,पों,3,3
872,fri,एफ़आरआई,7,3
873,oar,पर,2,3
874,tos,टोस,3,3
875,kog,कोट,3,3
876,ksb,केएसबी,6,3
877,frp,एफआरपी,6,3
878,frv,फरवरी,5,3
879,fry,फ्राई,5,3
880,fsb,एफएसबी,6,3
881,fsc,एफएससी,6,3
882,oha,ओह,2,3
883,rog,रोग,3,3
884,aba,अब,2,3
885,fsf,एफएसएफ,6,3
886,fsi,एफएसआई,6,3
887,fss,एफ़एसएस,7,3
888,fta,एफटीए,5,3
889,ftp,एफटीपी,6,3
890,bur,बुरे,4,3
891,nhi,नही,3,3
892,cfd,सीएफ़डी,7,3
893,cfa,सीएफए,5,3
894,cdp,सीडीपी,6,3
895,cdm,सीडीएम,6,3
896,sai,सांई,4,3
897,cdf,सीडीएफ़,7,3
898,hua,हुआ,3,3
899,cde,सीडीई,5,3
900,qam,क्यूएएम,7,3
901,all,सब,2,3
902,cdb,सीडीबी,6,3
903,cda,सीडीए,5,3
904,qaf,काफ,3,3
905,mrs,एमआरएस,6,3
906,aie,ऐसे,3,3
907,cbt,सीबीटी,6,3
908,cbs,सीबीएश,6,3
909,cbi,सीबीआइ,6,3
910,cod,कोट,3,3
911,jaj,जज,2,3
912,cbd,सीबीडी,6,3
913,caw,कांव,4,3
914,tok,टॉक,3,3
915,cav,सीएवी,5,3
916,pxf,पीएक्सएफ़,9,3
917,pvv,पीवीवी,6,3
918,pvp,पीवीपी,6,3
919,cdr,सीडीआर,6,3
920,cfc,सीएफसी,6,3
921,cds,सीडीएस,6,3
922,eek,एक,2,3
923,bos,बोस,3,3
924,tor,टूर,3,3
925,cet,सीईटी,5,3
926,kjm,केजीएम,6,3
927,qub,याक़ूब,6,3
928,mpc,एमपीसी,6,3
929,cer,सीईआर,5,3
930,cep,सीईपी,5,3
931,kgm,केजीएम,6,3
932,gag,गेग,3,3
933,yeh,ये,2,3
934,woh,वो,2,3
935,gaj,गाज,3,3
936,edi,ईदी,3,3
937,dak,डाक,3,3
938,mpp,एमपीपी,6,3
939,mpr,एमपीआर,6,3
940,qom,क़ोम,4,3
941,mri,एमआरआई,6,3
942,qms,क्यूएमएस,8,3
943,gya,ग्या,4,3
944,qin,किन,3,3
945,joy,जॉय,3,3
946,cee,सीईई,4,3
947,mrp,एमआरपी,6,3
948,cea,सीईए,4,3
949,don,डॉन,3,3
950,oak,ओक,2,3
951,bob,बॉब,3,3
952,lae,लाए,3,3
953,voh,वोह,3,3
954,fip,एफआईपी,6,3
955,hud,हुद,3,3
956,jta,जेटीए,5,3
957,jss,जेएसएस,6,3
958,sho,शो,2,3
959,jsp,जेएसपी,6,3
960,jsm,जेएसएम,6,3
961,fit,फ़िट,4,3
962,add,एड्ड,4,3
963,mim,मीम,3,3
964,osh,ओश,2,3
965,lye,लिए,3,3
966,jpl,जेपीएल,6,3
967,fiu,एफआईयू,6,3
968,fix,फिक्स,5,3
969,jpg,जेपीजी,6,3
970,vrt,व्रत,4,3
971,fla,फ्लैग,5,3
972,vax,वीएएक्स,7,3
973,mat,मैट,3,3
975,jpc,जेपीसी,6,3
976,kuh,कुह,3,3
977,utu,उतु,3,3
978,vbr,वीबीआर,6,3
979,jaa,जा,2,3
980,oor,ऊर,2,3
981,sez,सेज,3,3
982,hio,हुई,3,3
983,jaw,जॉ,2,3
984,fid,एफआईडी,6,3
985,ooh,ओ,1,3
986,ayr,और,2,3
987,fif,एपआईएफ,6,3
988,fih,एफआईएच,6,3
989,sfc,एसएफसी,6,3
990,fii,एफडीआई,6,3
991,yaa,या,2,3
992,oat,कसम,3,3
993,jen,जेन,3,3
994,sff,एसएफएफ,6,3
995,hau,हौ,2,3
996,lui,लुई,3,3
997,sgd,एसजीडी,6,3
998,sgf,एसजीएफ,6,3
999,dhi,धी,2,3
1000,jay,जय,2,3
1002,mah,माह,3,3
1003,sgi,एसजीआइ,6,3
1004,oru,ओरु,3,3
1005,sgl,एसजीएल,6,3
1006,hia,किए,3,3
1007,zou,झोऊ,3,3
1008,adc,एडीसी,5,3
1009,adb,एडीबी,5,3
1010,kat,केट,3,3
1011,pom,पों,3,3
